frame,latency_ms,num_trackers,critical,warning,safe
776,172.84035682678223,8,0,0,8
777,159.35087203979492,8,0,1,7
778,159.3465805053711,7,0,1,6
779,172.17421531677246,8,0,0,8
780,157.01055526733398,8,0,0,8
781,148.74267578125,7,0,0,7
782,161.5145206451416,8,0,0,8
783,155.94911575317383,7,0,0,7
784,159.4228744506836,8,0,1,7
785,163.57111930847168,8,0,0,8
786,156.26215934753418,8,0,0,8
787,149.72376823425293,7,0,0,7
788,153.85985374450684,8,0,0,8
789,156.40807151794434,8,0,0,8
790,154.923677444458,8,0,0,8
791,158.4179401397705,7,0,0,7
792,146.2421417236328,7,0,0,7
793,159.59525108337402,8,0,0,8
794,169.5866584777832,9,0,0,9
795,159.2419147491455,8,0,0,8
796,154.86741065979004,9,0,0,9
797,159.80052947998047,10,0,0,10
798,163.89727592468262,8,0,1,7
799,158.34498405456543,7,0,0,7
800,159.09624099731445,7,0,0,7
801,159.11412239074707,7,0,0,7
802,152.96292304992676,6,0,1,5
803,148.10800552368164,6,0,1,5
804,158.52737426757812,6,0,1,5
805,145.71452140808105,6,0,1,5
806,153.85961532592773,7,0,0,7
807,153.36990356445312,8,0,1,7
808,150.27761459350586,7,0,1,6
809,159.30604934692383,7,0,1,6
810,153.5971164703369,8,0,0,8
811,151.64422988891602,7,0,0,7
812,181.78915977478027,8,0,0,8
813,179.3212890625,8,0,0,8
814,173.68006706237793,7,0,0,7
815,152.07695960998535,8,0,0,8
816,191.51878356933594,8,0,0,8
817,154.9234390258789,9,0,0,9
818,172.28960990905762,10,0,0,10
819,184.8430633544922,9,0,0,9
820,168.0309772491455,8,0,0,8
821,180.37962913513184,9,0,0,9
822,181.75292015075684,8,0,0,8
823,204.93721961975098,8,0,0,8
824,163.23256492614746,8,0,0,8
825,164.65067863464355,9,0,0,9
826,168.02167892456055,9,0,0,9
827,178.0872344970703,11,0,0,11
828,177.83260345458984,11,0,0,11
829,144.40131187438965,11,0,0,11
830,153.58901023864746,12,0,0,12
831,160.47906875610352,10,0,0,10
832,156.97526931762695,10,0,0,10
833,155.23600578308105,12,0,0,12
834,158.29873085021973,10,0,0,10
835,156.58164024353027,10,0,0,10
836,147.48835563659668,8,0,0,8
837,161.49187088012695,8,0,0,8
838,146.22855186462402,8,0,0,8
839,159.49463844299316,8,0,0,8
840,169.8782444000244,8,0,0,8
841,165.78984260559082,8,0,0,8
842,165.76051712036133,7,0,0,7
843,150.3591537475586,8,0,0,8
844,165.01402854919434,8,0,0,8
845,156.21662139892578,9,0,0,9
846,158.4625244140625,9,0,0,9
847,147.7663516998291,8,0,0,8
848,165.23003578186035,6,0,0,6
849,162.994384765625,7,0,0,7
850,155.49254417419434,5,0,0,5
851,137.2048854827881,6,0,0,6
852,144.25182342529297,5,0,0,5
853,146.88968658447266,6,0,0,6
854,155.53998947143555,7,0,0,7
855,166.182279586792,7,0,0,7
856,163.038969039917,8,0,0,8
857,164.32976722717285,8,0,0,8
858,139.21403884887695,9,0,0,9
859,153.5325050354004,8,0,0,8
860,151.37338638305664,6,0,0,6
861,143.72777938842773,8,0,0,8
862,157.99951553344727,7,0,0,7
863,154.55341339111328,7,0,0,7
864,155.14516830444336,6,0,0,6
865,159.82413291931152,6,0,0,6
866,161.82756423950195,7,0,0,7
867,159.2092514038086,7,0,0,7
868,150.16770362854004,7,0,0,7
869,161.0870361328125,9,0,0,9
870,159.49654579162598,10,0,0,10
871,159.17539596557617,9,0,0,9
872,152.82559394836426,9,0,0,9
873,155.82871437072754,9,0,0,9
874,141.5691375732422,8,0,0,8
875,155.00354766845703,7,0,0,7
876,155.1213264465332,7,0,0,7
877,145.09844779968262,8,0,0,8
878,158.81776809692383,8,0,0,8
879,142.2410011291504,9,0,0,9
880,156.21519088745117,8,0,0,8
881,187.12568283081055,7,0,0,7
882,156.33225440979004,7,0,0,7
883,147.16672897338867,6,0,0,6
884,134.94539260864258,6,0,0,6
885,152.47225761413574,6,0,0,6
886,159.926176071167,7,0,0,7
887,156.67366981506348,6,0,0,6
888,178.34877967834473,8,0,0,8
889,136.57808303833008,8,0,0,8
890,138.22674751281738,7,0,0,7
891,128.35693359375,7,0,0,7
892,142.39048957824707,6,0,0,6
893,159.46531295776367,7,0,0,7
894,160.64929962158203,7,0,0,7
895,156.0196876525879,7,0,1,6
896,159.17062759399414,7,0,0,7
897,157.27567672729492,7,0,0,7
898,158.1556797027588,7,0,0,7
899,146.6209888458252,7,0,0,7
900,159.70182418823242,7,0,0,7
901,154.4179916381836,7,0,0,7
902,151.99685096740723,7,0,0,7
903,146.03662490844727,7,0,0,7
904,161.56363487243652,8,0,0,8
905,147.67193794250488,8,0,0,8
906,160.37869453430176,7,0,0,7
907,162.71018981933594,7,0,0,7
908,144.26851272583008,8,0,0,8
909,153.72776985168457,9,0,0,9
910,148.6034393310547,7,0,0,7
911,156.7673683166504,8,0,0,8
912,157.9282283782959,9,0,0,9
913,133.0556869506836,8,0,0,8
914,146.29411697387695,9,0,0,9
915,145.90978622436523,11,0,0,11
916,143.64027976989746,10,0,0,10
917,160.6428623199463,7,0,0,7
918,137.46333122253418,8,0,0,8
919,152.35471725463867,4,0,0,4
920,152.05621719360352,5,0,0,5
921,189.73875045776367,5,0,0,5
922,153.66888046264648,4,0,0,4
923,157.69577026367188,6,0,0,6
924,148.62322807312012,5,0,0,5
925,137.64357566833496,5,0,0,5
926,137.50457763671875,5,0,0,5
927,150.55394172668457,6,0,0,6
928,137.67099380493164,5,0,0,5
929,143.3556079864502,6,0,0,6
930,152.81200408935547,6,0,0,6
931,137.3116970062256,5,0,0,5
932,132.70831108093262,5,0,0,5
933,128.72576713562012,5,0,0,5
934,146.45004272460938,5,0,0,5
935,157.40132331848145,6,0,0,6
936,153.7778377532959,8,0,0,8
937,149.15227890014648,7,0,0,7
938,142.7626609802246,8,0,0,8
939,151.51262283325195,9,0,0,9
940,144.11687850952148,9,0,0,9
941,143.707275390625,9,0,1,8
942,160.48073768615723,7,0,1,6
943,152.8189182281494,7,0,0,7
944,153.41544151306152,7,0,0,7
945,160.17723083496094,8,0,0,8
946,147.1872329711914,8,0,0,8
947,154.5093059539795,10,0,0,10
948,154.3259620666504,10,0,0,10
949,147.9477882385254,9,0,0,9
950,134.11974906921387,8,0,0,8
951,152.67682075500488,9,0,0,9
952,161.88454627990723,9,0,2,7
953,135.24413108825684,9,0,0,9
954,163.6359691619873,8,0,0,8
955,194.2887306213379,8,0,2,6
956,157.55224227905273,9,0,4,5
957,158.04219245910645,9,0,2,7
958,161.98396682739258,8,0,3,5
959,153.03993225097656,8,0,4,4
960,158.7510108947754,9,0,5,4
961,160.83431243896484,8,0,4,4
962,145.43652534484863,8,0,3,5
963,153.20992469787598,8,0,0,8
964,161.64469718933105,10,0,0,10
965,147.16792106628418,10,0,0,10
966,152.2989273071289,9,0,0,9
967,152.47702598571777,8,0,0,8
968,146.61598205566406,8,0,0,8
969,163.5153293609619,9,0,0,9
970,147.4928855895996,6,0,0,6
971,140.66767692565918,5,0,0,5
972,146.91853523254395,8,0,0,8
973,155.29370307922363,8,0,0,8
974,159.592866897583,7,0,0,7
975,152.59695053100586,4,0,0,4
976,162.77813911437988,5,0,0,5
977,159.76834297180176,5,0,0,5
978,165.13323783874512,5,0,0,5
979,161.05961799621582,6,0,0,6
980,161.82351112365723,7,0,0,7
981,151.23391151428223,6,0,0,6
982,155.38501739501953,6,0,0,6
983,160.43996810913086,5,0,0,5
984,156.1884880065918,7,0,0,7
985,162.05668449401855,7,0,0,7
986,153.44786643981934,7,0,0,7
987,219.45953369140625,7,0,0,7
988,157.4263572692871,8,0,0,8
989,159.82985496520996,7,0,0,7
990,149.32560920715332,8,0,0,8
991,158.69832038879395,8,0,0,8
992,160.81690788269043,8,0,0,8
993,159.5015525817871,7,0,0,7
994,145.35760879516602,7,0,0,7
995,148.15044403076172,7,0,0,7
996,159.8813533782959,7,0,0,7
997,176.50127410888672,7,0,0,7
998,170.46689987182617,7,0,0,7
999,164.84308242797852,7,0,0,7
1000,149.871826171875,7,0,0,7
1001,137.34912872314453,8,0,0,8
1002,143.92924308776855,7,0,1,6
1003,158.75720977783203,7,0,1,6
1004,154.72102165222168,6,0,0,6
1005,157.59944915771484,7,0,0,7
1006,164.9179458618164,7,0,0,7
1007,148.09393882751465,10,0,0,10
1008,152.55117416381836,11,0,0,11
1009,142.0760154724121,10,0,0,10
1010,147.41086959838867,10,0,0,10
1011,145.93124389648438,8,0,0,8
1012,159.72256660461426,7,0,0,7
1013,156.35371208190918,7,0,0,7
1014,157.0441722869873,7,0,0,7
1015,154.3879508972168,9,0,0,9
1016,156.10337257385254,9,0,0,9
1017,154.2043685913086,9,0,0,9
1018,158.1728458404541,10,0,0,10
1019,137.4208927154541,9,0,0,9
1020,154.91318702697754,7,0,0,7
1021,160.43663024902344,9,0,0,9
1022,152.60624885559082,9,0,0,9
1023,162.35947608947754,9,0,0,9
1024,157.37485885620117,11,0,0,11
1025,152.41146087646484,10,0,0,10
1026,149.20282363891602,11,0,0,11
1027,132.19189643859863,12,0,0,12
1028,152.1754264831543,11,0,0,11
1029,149.09958839416504,9,0,0,9
1030,140.21015167236328,11,0,0,11
1031,144.3197727203369,12,0,0,12
1032,149.69682693481445,12,0,0,12
1033,160.30144691467285,12,0,0,12
1034,159.31248664855957,11,0,0,11
1035,162.23883628845215,12,0,0,12
1036,153.24044227600098,12,0,0,12
1037,140.82694053649902,11,0,0,11
1038,154.12259101867676,11,0,0,11
1039,152.74524688720703,10,0,1,9
1040,161.22841835021973,10,0,0,10
1041,150.07686614990234,12,0,0,12
1042,153.3496379852295,12,0,0,12
1043,159.17730331420898,11,0,0,11
1044,146.79813385009766,11,0,0,11
1045,134.15789604187012,10,0,0,10
1046,159.41762924194336,9,0,0,9
1047,157.50551223754883,9,0,0,9
1048,157.2279930114746,10,0,0,10
1049,148.9870548248291,9,0,0,9
1050,150.87413787841797,9,0,0,9
1051,180.19390106201172,11,0,0,11
1052,150.6669521331787,13,0,0,13
1053,151.88956260681152,14,0,0,14
1054,159.15727615356445,13,0,0,13
1055,151.3197422027588,12,0,0,12
1056,160.79187393188477,13,0,0,13
1057,146.9404697418213,9,0,0,9
1058,161.2684726715088,11,0,0,11
1059,168.5175895690918,10,0,1,9
1060,156.6624641418457,13,0,1,12
1061,145.46918869018555,12,0,1,11
1062,154.75702285766602,12,0,1,11
1063,146.08073234558105,13,0,0,13
1064,155.41839599609375,14,0,0,14
1065,170.65715789794922,12,0,0,12
1066,146.34275436401367,11,0,0,11
1067,146.90041542053223,10,0,0,10
1068,146.93760871887207,10,0,0,10
1069,212.172269821167,11,0,0,11
1070,162.9631519317627,11,0,0,11
1071,164.6287441253662,11,0,0,11
1072,148.18501472473145,10,0,0,10
1073,155.21788597106934,8,0,0,8
1074,142.57144927978516,6,0,0,6
1075,157.04965591430664,7,0,0,7
1076,148.47421646118164,9,0,0,9
1077,136.63721084594727,8,0,0,8
1078,152.45771408081055,9,0,0,9
1079,162.27316856384277,8,0,0,8
1080,139.23239707946777,8,0,0,8
1081,156.0373306274414,9,0,0,9
1082,205.8248519897461,9,0,0,9
1083,152.02713012695312,9,0,0,9
1084,146.9442844390869,9,0,0,9
1085,157.70506858825684,9,0,0,9
1086,151.2467861175537,10,0,0,10
1087,147.68576622009277,10,0,0,10
1088,148.6525535583496,11,0,0,11
1089,145.71475982666016,11,0,0,11
1090,154.60610389709473,10,0,0,10
1091,158.5090160369873,8,0,0,8
1092,144.22154426574707,8,0,0,8
1093,174.00240898132324,8,0,0,8
1094,143.18585395812988,9,0,0,9
1095,133.8973045349121,11,0,1,10
1096,143.6173915863037,10,0,0,10
1097,165.62151908874512,10,0,0,10
1098,150.24423599243164,6,0,0,6
1099,150.87080001831055,7,0,0,7
1100,141.91365242004395,6,0,0,6
1101,154.11806106567383,7,0,0,7
1102,158.86354446411133,8,0,0,8
1103,152.14300155639648,8,0,0,8
1104,157.61160850524902,7,0,0,7
1105,154.44016456604004,7,0,0,7
1106,161.9889736175537,8,0,0,8
1107,171.83399200439453,9,0,0,9
1108,151.12066268920898,7,0,0,7
1109,152.1320343017578,6,0,0,6
1110,143.41020584106445,7,0,0,7
1111,152.10318565368652,9,0,0,9
1112,137.09068298339844,9,0,0,9
1113,162.63961791992188,9,0,0,9
1114,160.30097007751465,9,0,0,9
1115,207.57651329040527,8,0,0,8
1116,168.69354248046875,9,0,0,9
1117,161.83018684387207,9,0,0,9
1118,158.34689140319824,9,0,0,9
1119,146.50225639343262,9,0,0,9
1120,143.32032203674316,8,0,0,8
1121,159.93714332580566,8,0,0,8
1122,160.94660758972168,8,0,0,8
1123,162.03594207763672,9,0,0,9
1124,158.25819969177246,8,0,0,8
1125,152.39524841308594,8,0,0,8
1126,143.10097694396973,9,0,0,9
1127,162.2793674468994,9,0,0,9
1128,148.6351490020752,7,0,0,7
1129,138.15808296203613,8,0,0,8
1130,160.3531837463379,9,0,0,9
1131,154.76679801940918,9,0,0,9
1132,149.11341667175293,8,0,0,8
1133,141.77393913269043,8,0,0,8
1134,170.93873023986816,9,0,0,9
1135,136.1370086669922,9,0,0,9
1136,155.83300590515137,8,0,2,6
1137,157.81211853027344,9,0,1,8
1138,153.2294750213623,8,0,0,8
1139,133.87417793273926,8,0,0,8
1140,155.72571754455566,8,0,0,8
1141,231.15062713623047,9,0,0,9
1142,165.0080680847168,9,0,0,9
1143,154.9069881439209,7,0,0,7
1144,162.64629364013672,8,0,0,8
1145,156.26192092895508,8,0,0,8
1146,196.78020477294922,7,0,0,7
1147,164.67714309692383,7,0,0,7
1148,149.35851097106934,7,0,0,7
1149,147.22537994384766,7,0,0,7
1150,150.00391006469727,7,0,0,7
1151,162.90044784545898,9,0,0,9
1152,166.58949851989746,9,0,0,9
1153,155.83491325378418,7,0,0,7
1154,159.57927703857422,9,0,0,9
1155,162.64748573303223,8,0,0,8
1156,161.21602058410645,7,0,0,7
1157,151.2134075164795,8,0,0,8
1158,148.37932586669922,7,0,0,7
1159,157.19032287597656,8,0,0,8
1160,163.01393508911133,8,0,0,8
1161,158.92863273620605,8,0,0,8
1162,193.04895401000977,7,0,0,7
1163,148.90146255493164,7,0,0,7
1164,160.98546981811523,7,0,0,7
1165,154.036283493042,7,0,0,7
1166,157.759428024292,7,0,0,7
1167,152.1904468536377,7,0,0,7
1168,157.29427337646484,8,0,0,8
1169,172.25074768066406,8,0,0,8
1170,154.29091453552246,8,0,0,8
1171,154.8762321472168,8,0,0,8
1172,165.06075859069824,8,0,0,8
1173,153.5170078277588,8,0,0,8
1174,151.5195369720459,7,0,0,7
1175,166.672945022583,9,0,0,9
1176,159.87801551818848,8,0,0,8
1177,158.7502956390381,9,0,0,9
1178,155.62009811401367,8,0,0,8
1179,154.34002876281738,9,0,0,9
1180,158.78939628601074,7,0,0,7
1181,157.61590003967285,8,0,0,8
1182,156.5546989440918,8,0,0,8
1183,159.36565399169922,9,0,0,9
1184,164.54672813415527,9,0,0,9
1185,149.8088836669922,9,0,0,9
1186,168.41483116149902,10,0,0,10
1187,154.1578769683838,10,0,0,10
1188,169.6186065673828,10,0,0,10
1189,160.23588180541992,9,0,0,9
1190,159.65533256530762,8,0,0,8
1191,150.06184577941895,7,0,0,7
1192,154.7532081604004,7,0,0,7
1193,142.43245124816895,8,0,0,8
1194,161.6194248199463,7,0,0,7
1195,165.4348373413086,8,0,0,8
1196,158.18023681640625,8,0,0,8
1197,152.20975875854492,6,0,0,6
1198,164.5364761352539,9,0,0,9
1199,159.32583808898926,8,0,0,8
1200,167.57678985595703,8,0,0,8
1201,159.76452827453613,7,0,0,7
1202,152.00304985046387,6,0,0,6
1203,149.7056484222412,8,0,0,8
1204,146.16084098815918,7,0,0,7
1205,154.97088432312012,8,0,0,8
1206,168.75171661376953,8,0,0,8
1207,150.32339096069336,6,0,0,6
1208,164.27898406982422,8,0,0,8
1209,152.6937484741211,9,0,0,9
1210,162.156343460083,7,0,0,7
1211,161.12828254699707,8,0,0,8
1212,170.32551765441895,9,0,0,9
1213,166.6731834411621,9,0,0,9
1214,163.94472122192383,11,0,0,11
1215,160.0484848022461,10,0,0,10
1216,156.9230556488037,10,0,0,10
1217,167.34743118286133,9,0,0,9
1218,159.70683097839355,9,0,0,9
1219,162.69207000732422,9,0,0,9
1220,157.19890594482422,8,0,0,8
1221,173.33197593688965,10,0,0,10
1222,156.18491172790527,9,0,0,9
1223,155.4243564605713,9,0,0,9
1224,171.22626304626465,9,0,0,9
1225,156.7246913909912,7,0,0,7
1226,157.6986312866211,7,0,0,7
1227,166.245698928833,7,0,0,7
1228,155.08747100830078,8,0,0,8
1229,153.05566787719727,7,0,0,7
1230,215.8360481262207,8,0,0,8
1231,195.27816772460938,7,0,0,7
1232,178.84182929992676,7,0,0,7
1233,164.27922248840332,8,0,0,8
1234,153.792142868042,8,0,0,8
1235,160.72702407836914,8,0,0,8
1236,163.50436210632324,8,0,0,8
1237,168.745756149292,7,0,0,7
1238,169.6298122406006,8,0,0,8
1239,172.6517677307129,6,0,0,6
1240,171.8764305114746,7,0,0,7
1241,157.59730339050293,6,0,0,6
1242,159.92045402526855,6,0,0,6
1243,177.52957344055176,6,0,0,6
1244,146.97504043579102,6,0,0,6
1245,146.72207832336426,7,0,0,7
1246,155.6098461151123,7,0,0,7
1247,160.9640121459961,8,0,1,7
1248,163.96641731262207,8,0,1,7
1249,146.41451835632324,7,0,0,7
1250,160.30645370483398,8,0,1,7
1251,161.12828254699707,8,0,1,7
1252,150.19512176513672,8,0,1,7
1253,158.89978408813477,6,0,1,5
1254,144.2708969116211,6,0,0,6
1255,155.1063060760498,6,0,1,5
1256,154.93512153625488,7,0,1,6
1257,152.72855758666992,7,0,1,6
1258,154.98924255371094,6,0,1,5
1259,182.56378173828125,6,0,1,5
1260,159.22832489013672,6,0,1,5
1261,157.1664810180664,6,0,1,5
1262,160.80808639526367,6,0,1,5
1263,153.98693084716797,6,0,1,5
1264,161.5755558013916,6,0,1,5
1265,165.1327610015869,6,0,0,6
1266,152.47583389282227,6,0,0,6
1267,169.85321044921875,6,0,0,6
1268,247.50041961669922,6,0,0,6
1269,160.72678565979004,5,0,0,5
1270,163.42782974243164,5,0,0,5
1271,172.25027084350586,6,0,0,6
1272,181.1058521270752,6,0,0,6
1273,173.1858253479004,6,0,0,6
1274,159.1014862060547,6,0,0,6
1275,176.54871940612793,7,0,0,7
1276,170.03846168518066,7,0,1,6
1277,176.2681007385254,5,0,1,4
1278,171.77677154541016,7,0,1,6
1279,173.97069931030273,7,0,1,6
1280,171.03958129882812,7,0,1,6
1281,139.7693157196045,7,0,1,6
1282,170.13835906982422,9,0,1,8
1283,173.6769676208496,8,0,1,7
1284,182.14702606201172,8,0,1,7
1285,170.3798770904541,8,0,1,7
1286,164.7469997406006,8,0,1,7
1287,149.37114715576172,9,0,1,8
1288,165.56882858276367,8,0,1,7
1289,173.81787300109863,6,0,1,5
1290,160.80927848815918,5,0,1,4
1291,169.6925163269043,5,0,1,4
1292,169.70157623291016,6,0,1,5
1293,171.9651222229004,6,0,1,5
1294,171.21219635009766,5,0,1,4
1295,174.61752891540527,5,0,1,4
1296,167.72007942199707,6,0,1,5
1297,176.09262466430664,8,0,1,7
1298,171.66924476623535,9,0,3,6
1299,152.88162231445312,8,0,3,5
1300,165.2677059173584,8,0,3,5
1301,164.8387908935547,9,0,3,6
1302,164.43371772766113,8,0,3,5
1303,176.59449577331543,7,0,3,4
1304,198.59027862548828,6,0,2,4
1305,158.3707332611084,6,0,2,4
1306,171.02360725402832,7,0,2,5
1307,150.10643005371094,7,0,2,5
1308,154.04367446899414,6,0,3,3
1309,158.8442325592041,5,0,2,3
1310,170.32670974731445,7,0,2,5
1311,176.99885368347168,7,0,2,5
1312,217.0248031616211,6,0,2,4
1313,158.08510780334473,6,0,2,4
1314,152.10509300231934,6,0,2,4
1315,168.78485679626465,6,0,2,4
1316,228.12700271606445,6,0,3,3
1317,148.06723594665527,6,0,3,3
1318,153.02205085754395,6,0,3,3
1319,158.42556953430176,6,0,3,3
1320,153.8395881652832,6,0,3,3
1321,162.9011631011963,6,0,3,3
1322,206.45523071289062,6,0,3,3
1323,199.31507110595703,6,0,3,3
1324,164.6900177001953,9,0,3,6
1325,172.6846694946289,9,0,3,6
1326,185.87136268615723,9,0,3,6
1327,206.93039894104004,9,0,3,6
1328,141.0224437713623,10,0,2,8
1329,259.77611541748047,10,0,4,6
1330,208.2803249359131,12,0,3,9
1331,166.70942306518555,12,0,2,10
1332,154.9830436706543,11,0,3,8
1333,174.6654510498047,11,0,3,8
1334,151.69787406921387,9,0,2,7
1335,162.6443862915039,10,0,2,8
1336,164.31355476379395,10,0,2,8
1337,164.82114791870117,8,0,2,6
1338,154.65688705444336,8,0,2,6
1339,165.01688957214355,8,0,2,6
1340,159.25168991088867,7,0,2,5
1341,163.17176818847656,8,0,2,6
1342,163.87009620666504,8,0,2,6
1343,163.04802894592285,8,0,2,6
1344,203.1230926513672,7,0,2,5
1345,184.84020233154297,8,0,2,6
1346,151.58796310424805,8,0,2,6
1347,161.8797779083252,9,0,3,6
1348,150.53033828735352,7,0,2,5
1349,148.2219696044922,8,0,2,6
1350,146.8486785888672,6,0,2,4
1351,161.2851619720459,8,0,2,6
1352,162.72234916687012,8,0,3,5
1353,165.54951667785645,8,0,3,5
1354,160.94374656677246,7,0,3,4
1355,150.99787712097168,7,0,3,4
1356,165.54617881774902,7,0,3,4
1357,143.68057250976562,7,0,3,4
1358,161.50164604187012,7,0,3,4
1359,164.3671989440918,7,0,3,4
1360,166.4559841156006,8,0,3,5
1361,145.28656005859375,7,0,2,5
1362,166.1379337310791,5,0,2,3
1363,167.04249382019043,5,0,2,3
1364,136.27219200134277,6,0,2,4
1365,116.97506904602051,7,0,2,5
1366,122.55001068115234,5,0,2,3
1367,120.5751895904541,6,0,3,3
1368,121.68264389038086,7,0,2,5
1369,121.0319995880127,6,0,2,4
1370,120.64266204833984,6,0,2,4
1371,135.5595588684082,7,0,2,5
1372,120.47791481018066,8,0,3,5
1373,120.61166763305664,8,0,3,5
1374,126.56784057617188,8,0,3,5
1375,121.55890464782715,7,0,3,4
1376,119.82560157775879,5,0,3,2
1377,114.61782455444336,5,0,3,2
1378,120.06616592407227,5,0,3,2
1379,167.5417423248291,5,0,3,2
1380,139.44315910339355,5,0,3,2
1381,118.63565444946289,5,0,3,2
1382,113.04998397827148,5,0,3,2
1383,113.09123039245605,5,0,2,3
1384,128.39937210083008,5,0,2,3
1385,171.6177463531494,4,0,1,3
1386,115.17953872680664,6,0,2,4
1387,113.0523681640625,6,0,2,4
1388,130.27071952819824,6,0,2,4
1389,122.28274345397949,6,0,2,4
1390,113.04783821105957,7,0,2,5
1391,132.61127471923828,6,0,2,4
1392,115.30423164367676,5,0,2,3
1393,120.05376815795898,4,0,2,2
1394,121.59967422485352,4,1,1,2
1395,121.99926376342773,4,1,1,2
1396,130.56707382202148,4,1,1,2
1397,123.10409545898438,4,1,0,3
1398,126.08146667480469,4,1,0,3
1399,125.28252601623535,5,1,0,4
1400,118.2558536529541,5,1,0,4
1401,113.2972240447998,6,1,0,5
1402,116.57309532165527,6,1,0,5
1403,114.07589912414551,6,1,0,5
1404,117.17486381530762,6,1,0,5
1405,126.05619430541992,6,1,0,5
1406,116.55306816101074,5,1,0,4
1407,117.18344688415527,5,1,0,4
1408,115.22340774536133,5,1,0,4
1409,122.54905700683594,5,1,0,4
1410,114.08495903015137,6,1,0,5
1411,113.82627487182617,5,1,0,4
1412,124.56274032592773,5,1,0,4
1413,111.59658432006836,5,1,0,4
1414,116.6377067565918,6,1,0,5
1415,115.68522453308105,6,1,0,5
1416,114.40086364746094,6,1,0,5
1417,115.05556106567383,6,0,1,5
1418,118.05438995361328,6,0,1,5
1419,112.88166046142578,6,0,1,5
1420,115.54884910583496,6,0,1,5
1421,130.05638122558594,6,0,1,5
1422,121.35457992553711,6,1,0,5
1423,117.10500717163086,7,1,1,5
1424,115.54813385009766,7,1,1,5
1425,117.55537986755371,6,1,0,5
1426,123.8408088684082,6,1,0,5
1427,117.64407157897949,6,1,1,4
1428,111.54985427856445,7,1,1,5
1429,131.0710906982422,7,1,2,4
1430,119.05288696289062,9,1,0,8
1431,115.1421070098877,9,1,0,8
1432,117.60473251342773,9,1,2,6
1433,117.37489700317383,9,1,5,3
1434,117.13480949401855,9,1,7,1
1435,118.04986000061035,8,1,7,0
1436,111.5577220916748,8,1,5,2
1437,127.27046012878418,8,1,6,1
1438,114.36653137207031,10,1,8,1
1439,116.61648750305176,10,1,8,1
1440,118.54767799377441,10,1,5,4
1441,114.08615112304688,10,1,5,4
1442,129.0743350982666,9,1,5,3
1443,133.54110717773438,9,1,3,5
1444,125.8244514465332,8,1,4,3
1445,126.36661529541016,7,1,3,3
1446,127.17652320861816,7,1,3,3
1447,122.81370162963867,8,1,7,0
1448,127.20441818237305,8,1,7,0
1449,122.61199951171875,7,1,6,0
1450,120.98050117492676,7,1,6,0
1451,127.16031074523926,7,1,6,0
1452,122.94435501098633,7,1,6,0
1453,125.76580047607422,7,1,6,0
1454,121.68622016906738,7,1,6,0
1455,133.53466987609863,8,1,7,0
1456,120.65744400024414,7,0,7,0
1457,122.62892723083496,7,0,7,0
1458,121.63734436035156,6,0,6,0
1459,127.68292427062988,6,0,6,0
1460,124.56154823303223,5,0,5,0
1461,129.9433708190918,6,0,6,0
1462,133.2569122314453,6,0,6,0
1463,152.68778800964355,5,0,5,0
1464,115.55671691894531,5,0,5,0
1465,118.19624900817871,7,0,7,0
1466,122.14159965515137,8,0,8,0
1467,129.4419765472412,6,0,6,0
1468,129.37140464782715,6,0,6,0
1469,118.56317520141602,6,0,6,0
1470,125.05936622619629,7,0,7,0
1471,143.59164237976074,7,0,7,0
1472,148.48732948303223,7,0,7,0
1473,154.3254852294922,7,0,7,0
1474,137.3000144958496,8,0,8,0
1475,149.19281005859375,8,0,8,0
1476,136.46602630615234,8,0,7,1
1477,132.9784393310547,7,0,7,0
1478,171.42391204833984,6,0,6,0
1479,164.37458992004395,6,0,5,1
1480,157.29665756225586,6,0,5,1
1481,168.8244342803955,6,0,5,1
1482,149.05571937561035,6,0,5,1
1483,166.28241539001465,6,0,5,1
1484,160.0360870361328,6,0,5,1
1485,140.07854461669922,6,0,5,1
1486,155.7614803314209,6,0,5,1
1487,148.21147918701172,6,0,5,1
1488,144.41442489624023,5,0,4,1
1489,154.05583381652832,6,0,5,1
1490,160.6755256652832,6,0,5,1
1491,138.00811767578125,6,0,5,1
1492,141.0377025604248,5,0,3,2
1493,150.23446083068848,5,0,3,2
1494,156.48818016052246,5,0,4,1
1495,152.4367332458496,5,0,4,1
1496,148.7140655517578,5,0,4,1
1497,143.8288688659668,5,0,4,1
1498,147.36223220825195,5,0,4,1
1499,135.7135772705078,5,0,4,1
1500,157.06253051757812,5,2,2,1
1501,147.33386039733887,5,2,2,1
1502,147.02987670898438,5,2,3,0
1503,151.3996124267578,5,2,3,0
1504,156.19969367980957,5,2,3,0
1505,148.37217330932617,5,2,3,0
1506,156.56423568725586,5,2,3,0
1507,156.02469444274902,5,2,3,0
1508,150.91323852539062,5,1,4,0
1509,139.32085037231445,5,0,4,1
1510,137.162446975708,5,0,4,1
1511,153.15628051757812,5,0,4,1
1512,156.2182903289795,4,0,3,1
1513,175.10628700256348,4,0,3,1
1514,151.16119384765625,4,0,3,1
1515,154.04248237609863,4,0,3,1
1516,149.08361434936523,4,0,3,1
1517,152.48751640319824,4,0,3,1
1518,140.95115661621094,4,0,3,1
1519,127.61330604553223,4,0,3,1
1520,137.63785362243652,4,0,3,1
1521,155.26700019836426,4,0,3,1
1522,161.5297794342041,4,0,3,1
1523,154.24060821533203,4,0,3,1
